"","id","name","weight"
"627","16017475","Nate Silver",24
"628","164788787","MAW",24
"629","16491845","Jeff Dunetz",24
"630","18950712","nickgillespie",24
"631","19084896","Rick Wilson",24
"632","190965203","Red Trends",24
"633","195746953","Bob Schostak",24
"634","20009204","Arlen Williams",24
"635","21757798","John C.",24
"636","22873947","T ",24
"637","23485514","Michael Greer",24
"638","244655353","David Axelrod",24
"639","24544802","bill",24
"640","278279975","Jeanette Messer",24
"641","339822881","Sen. McConnell Press",24
"642","34932854","Push Back Now",24
"643","375374016","Hobbit",24
"644","40874240","Ivan Roberson",24
"645","455764741","Free Beacon",24
"646","487636923","Amy Otto",24
"647","53265271","drdr jojo",24
"648","5656402","brooks bayne",24
"649","600463589","Senator Mike Crapo",24
"650","61842118","Conservative",24
"651","65033","Jason Berberich",24
"652","70292462","TBradley",24
"653","989231","Tony Katz",24
"654","15922214","Roll Call",23
"655","16787084","EdMorrissey",23
"656","16814727","Mark R Matthews",23
"657","17006036","NARAL",23
"658","17930084","Josh Painter",23
"659","17973836","Matt Cover",23
"660","18286677","Michelle Lancaster",23
"661","21537009","Conservative Woman",23
"662","236487888","Rep. Joe Walsh",23
"663","23696410","Brent Teichman",23
"664","244167280","Tanya Grimsley",23
"665","26447410","gardenofthegods",23
"666","308233424","Roger Simon",23
"667","318136173","Allen West Republic",23
"668","356837905","Megan ",23
"669","41933342","Deborah Wright",23
"670","462104542","Chuck Woolery",23
"671","54299209","Obama for America NC",23
"672","72547151","Kathy Neiheisel",23
"673","75029376","Jerome Hudson",23
"674","91038197","Dr. Jason B. Whitman",23
"675","15588657","Deepak Chopra",22
"676","15694204","Daria DiGiovanni",22
"677","158414847","The Daily Show",22
"678","16326882","AdamSerwer",22
"679","16366471","Tea Party Express",22
"680","16634544","Shirley Baldwin",22
"681","16664681","Los Angeles Times",22
"682","17904171","Wayne Mathison",22
"683","18956073","Washington Examiner",22
"684","21348880","Tim Miller",22
"685","213634439","Rep. Renee Ellmers",22
"686","21434408","Emily Miller",22
"687","22528309","RSC",22
"688","24613220","Again America .com",22
"689","316739994","Anne",22
"690","36683386","HH",22
"691","369249722","The Morning Spew",22
"692","38147581","Leslie Guzman",22
"693","39660906","Tex Thornton ",22
"694","41640537","Vivian Berryhill",22
"695","483152868","Nothin' But Newt",22
"696","49698134","Joy Reid",22
"697","53229950","Nancy ",22
"698","561654065","Phx Ken",22
"699","5741722","NPR Politics",22
"700","58510019","Pam Besteder",22
"701","58872505","S.",22
"702","64723403","Watchdog News",22
"703","64741597","Chad Kent",22
"704","68270085","Corr Comm",22
"705","7074742","Peter Kinder",22
"706","77282328","Smart Girl Politics",22
"707","86141342","ABC World News",22
"708","88784440","Mike Lee",22
"709","97963881","Doug Dauntless",22
"710","112255972","Willard Mitt Romney",21
"711","116136264","Hunter Campbell",21
"712","118752327","Mind-Numbed Robot",21
"713","14792049","Jason Easley",21
"714","154671263","B4IN Tea Party Ed.",21
"715","16006592","Benjy Sarlin",21
"716","16377693","Sister Toldjah",21
"717","16386704","Weasel Zippers",21
"718","16887628","Matt K. Lewis",21
"719","169245808","Flora Brambleburr",21
"720","19612749","Ed Martin",21
"721","19745574","Tallu",21
"722","19750571","Casey Kelley",21
"723","211181482","SportsGirl101",21
